channel,n_pos,n_neg,mean_pos,sd_pos,mean_neg,sd_neg,mw_stat,mw_p,rb_r,cohens_d,ancova_beta,ancova_se,ancova_t,ancova_p,ancova_r2,ancova_p_fdr,ancova_p_fdr_sig,ancova_p_hoch,ancova_p_hoch_sig,ancova_p_homm,ancova_p_homm_sig,mw_p_fdr,mw_p_fdr_sig,mw_p_hoch,mw_p_hoch_sig,mw_p_homm,mw_p_homm_sig,ancova_p_perm_max,ancova_p_perm_max_sig,ancova_p_cluster,ancova_p_cluster_sig
channel1,77,66,-5.194805e-06,4.142941e-05,-1.363636e-07,3.865583e-05,2.493500e+03,8.489821e-01,1.869343e-02,-1.259114e-01,-5.056319e-06,7.166627e-06,-7.055367e-01,4.816655e-01,1.828294e-02,7.975073e-01,False,8.782870e-01,False,8.782870e-01,False,9.628079e-01,False,9.628079e-01,False,9.628079e-01,False,9.994000e-01,False,1.000000e+00,False
channel2,77,66,-6.571429e-06,4.029478e-05,-4.742424e-06,3.309999e-05,2.575500e+03,8.903060e-01,-1.357733e-02,-4.923091e-02,-2.742629e-06,6.646925e-06,-4.126163e-01,6.805281e-01,9.135175e-03,7.975073e-01,False,8.782870e-01,False,8.782870e-01,False,9.628079e-01,False,9.628079e-01,False,9.628079e-01,False,1.000000e+00,False,1.000000e+00,False
channel3,77,66,-8.831169e-06,4.671932e-05,2.590909e-06,4.760962e-05,2.339000e+03,4.142916e-01,7.949626e-02,-2.423432e-01,-1.754736e-05,8.188263e-06,-2.142989e+00,3.386811e-02,7.877625e-02,5.418897e-01,False,5.418897e-01,False,5.418897e-01,False,8.880436e-01,False,9.628079e-01,False,9.628079e-01,False,2.780000e-01,False,2.818000e-01,False
channel4,77,66,-6.597403e-06,3.998693e-05,-2.712121e-06,3.424427e-05,2.374000e+03,4.995245e-01,6.572216e-02,-1.037481e-01,-4.308495e-06,6.642296e-06,-6.486454e-01,5.176455e-01,2.822125e-02,7.975073e-01,False,8.782870e-01,False,8.782870e-01,False,8.880436e-01,False,9.628079e-01,False,9.628079e-01,False,9.996000e-01,False,1.000000e+00,False
channel5,77,66,-6.753247e-06,4.595454e-05,-1.833333e-06,3.177303e-05,2.254000e+03,2.441710e-01,1.129477e-01,-1.228570e-01,-6.289082e-06,7.113948e-06,-8.840494e-01,3.782071e-01,2.624618e-02,7.975073e-01,False,8.782870e-01,False,8.782870e-01,False,8.880436e-01,False,9.628079e-01,False,9.628079e-01,False,9.950000e-01,False,1.000000e+00,False
channel6,77,66,-5.753247e-06,3.737757e-05,-2.121212e-06,2.829108e-05,2.279500e+03,2.893691e-01,1.029122e-01,-1.084306e-01,-5.712113e-06,5.982984e-06,-9.547264e-01,3.413855e-01,1.475095e-02,7.975073e-01,False,8.782870e-01,False,8.782870e-01,False,8.880436e-01,False,9.628079e-01,False,9.628079e-01,False,9.884000e-01,False,1.000000e+00,False
channel7,77,66,-4.038961e-06,3.591966e-05,-2.030303e-06,3.051152e-05,2.324000e+03,3.788039e-01,8.539945e-02,-5.989722e-02,-2.562199e-06,6.002498e-06,-4.268554e-01,6.701498e-01,8.563965e-03,7.975073e-01,False,8.782870e-01,False,8.782870e-01,False,8.880436e-01,False,9.628079e-01,False,9.628079e-01,False,1.000000e+00,False,1.000000e+00,False
channel8,77,66,-7.233766e-06,3.255154e-05,-4.803030e-06,2.740366e-05,2.219500e+03,1.925417e-01,1.265250e-01,-8.025594e-02,-3.122608e-06,5.418269e-06,-5.763110e-01,5.653437e-01,1.033726e-02,7.975073e-01,False,8.782870e-01,False,8.782870e-01,False,8.880436e-01,False,9.628079e-01,False,9.628079e-01,False,1.000000e+00,False,1.000000e+00,False
channel9,77,66,-3.168831e-06,2.847594e-05,-1.727273e-06,3.307546e-05,2.553000e+03,9.628079e-01,-4.722550e-03,-4.698374e-02,-8.397940e-07,5.473633e-06,-1.534253e-01,8.782870e-01,1.478204e-02,8.782870e-01,False,8.782870e-01,False,8.782870e-01,False,9.628079e-01,False,9.628079e-01,False,9.628079e-01,False,1.000000e+00,False,1.000000e+00,False
channel10,77,66,-5.350649e-06,2.762806e-05,-8.348485e-06,3.398438e-05,2.563500e+03,9.288757e-01,-8.854782e-03,9.757911e-02,2.312086e-06,5.504351e-06,4.200470e-01,6.751044e-01,8.115404e-03,7.975073e-01,False,8.782870e-01,False,8.782870e-01,False,9.628079e-01,False,9.628079e-01,False,9.628079e-01,False,1.000000e+00,False,1.000000e+00,False
channel11,77,66,-2.129870e-06,2.863259e-05,-3.196970e-06,2.571753e-05,2.848000e+03,2.137474e-01,-1.208186e-01,3.904867e-02,-7.726540e-07,4.864046e-06,-1.588501e-01,8.740192e-01,1.910414e-02,8.782870e-01,False,8.782870e-01,False,8.782870e-01,False,8.880436e-01,False,9.628079e-01,False,9.628079e-01,False,1.000000e+00,False,1.000000e+00,False
channel12,77,66,-1.909091e-06,2.794317e-05,-5.060606e-06,3.963987e-05,2.611000e+03,7.780105e-01,-2.754821e-02,9.312625e-02,2.496344e-06,6.065390e-06,4.115719e-01,6.812917e-01,7.189259e-03,7.975073e-01,False,8.782870e-01,False,8.782870e-01,False,9.628079e-01,False,9.628079e-01,False,9.628079e-01,False,1.000000e+00,False,1.000000e+00,False
channel13,77,66,-2.610390e-06,2.769104e-05,1.515152e-06,3.127360e-05,2.365500e+03,4.779725e-01,6.906730e-02,-1.403395e-01,-5.212448e-06,5.267500e-06,-9.895488e-01,3.241266e-01,1.042597e-02,7.975073e-01,False,8.782870e-01,False,8.782870e-01,False,8.880436e-01,False,9.628079e-01,False,9.628079e-01,False,9.818000e-01,False,1.000000e+00,False
channel14,77,66,2.337662e-06,3.329004e-05,3.151515e-06,3.187198e-05,2.444500e+03,6.971434e-01,3.797717e-02,-2.493118e-02,-2.253031e-06,5.790706e-06,-3.890770e-01,6.978189e-01,2.550228e-02,7.975073e-01,False,8.782870e-01,False,8.782870e-01,False,9.628079e-01,False,9.628079e-01,False,9.628079e-01,False,1.000000e+00,False,1.000000e+00,False
channel15,77,66,-1.181818e-06,2.769369e-05,3.090909e-06,2.727452e-05,2.432500e+03,6.615675e-01,4.269972e-02,-1.553649e-01,-6.000911e-06,4.843945e-06,-1.238848e+00,2.175048e-01,4.489449e-02,7.975073e-01,False,8.782870e-01,False,8.782870e-01,False,9.628079e-01,False,9.628079e-01,False,9.628079e-01,False,9.030000e-01,False,1.000000e+00,False
