channel,n_pos,n_neg,mean_pos,sd_pos,mean_neg,sd_neg,mw_stat,mw_p,rb_r,cohens_d,ancova_beta,ancova_se,ancova_t,ancova_p,ancova_r2,ancova_p_fdr,ancova_p_fdr_sig,ancova_p_hoch,ancova_p_hoch_sig,ancova_p_homm,ancova_p_homm_sig,mw_p_fdr,mw_p_fdr_sig,mw_p_hoch,mw_p_hoch_sig,mw_p_homm,mw_p_homm_sig,ancova_p_perm_max,ancova_p_perm_max_sig,ancova_p_cluster,ancova_p_cluster_sig
channel1,77,85,-1.450649e-05,6.924720e-05,1.729412e-06,4.678201e-05,2.988500e+03,3.416343e-01,8.678380e-02,-2.773566e-01,-1.298484e-05,1.380272e-05,-9.407452e-01,3.482715e-01,5.233364e-02,9.663465e-01,False,9.663465e-01,False,9.663465e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,9.790000e-01,False,1.000000e+00,False
channel2,77,85,-1.653247e-05,6.868724e-05,-6.858824e-06,4.535131e-05,3.231000e+03,8.905607e-01,1.268144e-02,-1.678681e-01,-1.031811e-05,1.371612e-05,-7.522621e-01,4.530127e-01,2.254563e-02,9.663465e-01,False,9.663465e-01,False,9.663465e-01,False,8.905607e-01,False,8.905607e-01,False,8.905607e-01,False,9.978000e-01,False,1.000000e+00,False
channel3,77,85,-1.641558e-05,6.404652e-05,3.647059e-06,4.360420e-05,2.793500e+03,1.084753e-01,1.463713e-01,-3.695946e-01,-1.606110e-05,1.291181e-05,-1.243908e+00,2.153758e-01,4.965929e-02,9.663465e-01,False,9.663465e-01,False,9.663465e-01,False,6.563935e-01,False,8.905607e-01,False,8.695910e-01,False,8.588000e-01,False,1.000000e+00,False
channel4,77,85,-1.557143e-05,6.319382e-05,-1.882353e-06,4.152062e-05,2.883500e+03,1.924241e-01,1.188694e-01,-2.586081e-01,-1.232154e-05,1.257442e-05,-9.798895e-01,3.286387e-01,3.573428e-02,9.663465e-01,False,9.663465e-01,False,9.663465e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,9.708000e-01,False,1.000000e+00,False
channel5,77,85,-7.337662e-06,8.313917e-05,3.552941e-06,4.320590e-05,2.941500e+03,2.671141e-01,1.011459e-01,-1.667934e-01,-3.863677e-06,1.551647e-05,-2.490049e-01,8.036804e-01,2.555552e-02,9.663465e-01,False,9.663465e-01,False,9.663465e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
channel6,77,85,-6.662338e-06,5.439224e-05,-6.470588e-07,3.795445e-05,2.925000e+03,2.442501e-01,1.061879e-01,-1.293809e-01,3.863982e-06,1.110302e-05,3.480119e-01,7.282945e-01,1.318288e-02,9.663465e-01,False,9.663465e-01,False,9.663465e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
channel7,77,85,-4.805195e-07,5.456373e-05,5.352941e-06,4.490909e-05,3.028000e+03,4.128455e-01,7.471352e-02,-1.173043e-01,-5.347824e-06,1.192643e-05,-4.484013e-01,6.544779e-01,4.028560e-03,9.663465e-01,False,9.663465e-01,False,9.663465e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
channel8,77,85,-4.805195e-06,5.340758e-05,4.882353e-06,3.875976e-05,2.780000e+03,9.862631e-02,1.504966e-01,-2.092390e-01,-7.165279e-06,1.109313e-05,-6.459206e-01,5.192678e-01,1.338381e-02,9.663465e-01,False,9.663465e-01,False,9.663465e-01,False,6.563935e-01,False,8.905607e-01,False,8.695910e-01,False,9.990000e-01,False,1.000000e+00,False
channel9,77,85,6.493506e-07,3.477967e-05,4.352941e-07,4.487110e-05,3.168500e+03,7.283810e-01,3.177998e-02,5.299314e-03,-4.249180e-06,9.666587e-06,-4.395740e-01,6.608463e-01,4.862762e-03,9.663465e-01,False,9.663465e-01,False,9.663465e-01,False,8.245011e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
channel10,77,85,-4.701299e-06,5.073358e-05,7.176471e-07,3.898981e-05,3.019500e+03,3.968615e-01,7.731092e-02,-1.205488e-01,-7.404453e-07,1.074966e-05,-6.888083e-02,9.451716e-01,9.960981e-03,9.663465e-01,False,9.663465e-01,False,9.663465e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
