channel,n_pos,n_neg,mean_pos,sd_pos,mean_neg,sd_neg,mw_stat,mw_p,rb_r,cohens_d,ancova_beta,ancova_se,ancova_t,ancova_p,ancova_r2,ancova_p_fdr,ancova_p_fdr_sig,ancova_p_hoch,ancova_p_hoch_sig,ancova_p_homm,ancova_p_homm_sig,mw_p_fdr,mw_p_fdr_sig,mw_p_hoch,mw_p_hoch_sig,mw_p_homm,mw_p_homm_sig,ancova_p_perm_max,ancova_p_perm_max_sig,ancova_p_cluster,ancova_p_cluster_sig
channel1,66,85,-1.363636e-07,3.865583e-05,-4.352941e-07,3.086200e-05,2.680500e+03,6.417435e-01,4.438503e-02,8.669849e-03,2.970725e-06,8.131269e-06,3.653458e-01,7.153784e-01,2.129204e-03,9.161303e-01,False,9.161303e-01,False,9.161303e-01,False,8.632890e-01,False,9.505882e-01,False,9.505882e-01,False,1.000000e+00,False,1.000000e+00,False
channel2,66,85,-4.742424e-06,3.309999e-05,6.117647e-07,3.290900e-05,2.591000e+03,4.228047e-01,7.629234e-02,-1.622853e-01,-8.920183e-07,7.769700e-06,-1.148073e-01,9.087545e-01,1.140198e-02,9.161303e-01,False,9.161303e-01,False,9.161303e-01,False,8.632890e-01,False,9.505882e-01,False,9.505882e-01,False,1.000000e+00,False,1.000000e+00,False
channel3,66,85,2.590909e-06,4.760962e-05,2.423529e-06,3.387490e-05,2.704500e+03,7.074875e-01,3.582888e-02,4.138530e-03,4.673947e-06,9.505968e-06,4.916856e-01,6.236750e-01,8.801310e-03,9.161303e-01,False,9.161303e-01,False,9.161303e-01,False,8.632890e-01,False,9.505882e-01,False,9.505882e-01,False,1.000000e+00,False,1.000000e+00,False
channel4,66,85,-2.712121e-06,3.424427e-05,-2.235294e-06,2.883147e-05,2.888500e+03,7.553779e-01,-2.976827e-02,-1.523018e-02,-7.790172e-07,7.384700e-06,-1.054907e-01,9.161303e-01,1.812952e-03,9.161303e-01,False,9.161303e-01,False,9.161303e-01,False,8.632890e-01,False,9.505882e-01,False,9.505882e-01,False,1.000000e+00,False,1.000000e+00,False
channel5,66,85,-1.833333e-06,3.177303e-05,1.988235e-06,3.248864e-05,2.822000e+03,9.505882e-01,-6.060606e-03,-1.187618e-01,-1.283965e-06,7.589205e-06,-1.691831e-01,8.658852e-01,5.461595e-03,9.161303e-01,False,9.161303e-01,False,9.161303e-01,False,9.505882e-01,False,9.505882e-01,False,9.505882e-01,False,1.000000e+00,False,1.000000e+00,False
channel6,66,85,-2.121212e-06,2.829108e-05,2.047059e-06,2.742214e-05,2.530500e+03,3.033877e-01,9.786096e-02,-1.499133e-01,-1.822631e-06,6.539216e-06,-2.787232e-01,7.808490e-01,1.309361e-02,9.161303e-01,False,9.161303e-01,False,9.161303e-01,False,8.632890e-01,False,9.505882e-01,False,9.505882e-01,False,1.000000e+00,False,1.000000e+00,False
channel7,66,85,-2.030303e-06,3.051152e-05,2.188235e-06,2.929346e-05,2.709000e+03,7.197632e-01,3.422460e-02,-1.414148e-01,-1.441267e-06,7.034840e-06,-2.048756e-01,8.379527e-01,7.118918e-03,9.161303e-01,False,9.161303e-01,False,9.161303e-01,False,8.632890e-01,False,9.505882e-01,False,9.505882e-01,False,1.000000e+00,False,1.000000e+00,False
channel8,66,85,-4.803030e-06,2.740366e-05,-4.705882e-07,3.059746e-05,2.622000e+03,4.931098e-01,6.524064e-02,-1.481323e-01,-2.638653e-06,6.899065e-06,-3.824653e-01,7.026687e-01,7.048552e-03,9.161303e-01,False,9.161303e-01,False,9.161303e-01,False,8.632890e-01,False,9.505882e-01,False,9.505882e-01,False,1.000000e+00,False,1.000000e+00,False
channel9,66,85,-1.727273e-06,3.307546e-05,1.211765e-06,3.372441e-05,2.675000e+03,6.268953e-01,4.634581e-02,-8.788237e-02,3.352990e-06,7.861014e-06,4.265340e-01,6.703427e-01,1.054072e-02,9.161303e-01,False,9.161303e-01,False,9.161303e-01,False,8.632890e-01,False,9.505882e-01,False,9.505882e-01,False,1.000000e+00,False,1.000000e+00,False
channel10,66,85,-8.348485e-06,3.398438e-05,2.082353e-06,2.823971e-05,2.353000e+03,9.012452e-02,1.611408e-01,-3.378138e-01,-6.757455e-06,7.276857e-06,-9.286227e-01,3.546070e-01,3.104880e-02,9.161303e-01,False,9.161303e-01,False,9.161303e-01,False,8.139024e-01,False,9.505882e-01,False,9.232397e-01,False,9.816000e-01,False,1.000000e+00,False
channel11,66,85,-3.196970e-06,2.571753e-05,4.070588e-06,3.076438e-05,2.368500e+03,1.017378e-01,1.556150e-01,-2.534707e-01,-5.122680e-06,6.734620e-06,-7.606488e-01,4.480852e-01,2.571590e-02,9.161303e-01,False,9.161303e-01,False,9.161303e-01,False,8.139024e-01,False,9.505882e-01,False,9.442224e-01,False,9.966000e-01,False,1.000000e+00,False
channel12,66,85,-5.060606e-06,3.963987e-05,1.094118e-06,2.848334e-05,2.636500e+03,5.283300e-01,6.007130e-02,-1.820596e-01,-3.479285e-06,7.967788e-06,-4.366689e-01,6.629922e-01,1.146061e-02,9.161303e-01,False,9.161303e-01,False,9.161303e-01,False,8.632890e-01,False,9.505882e-01,False,9.505882e-01,False,1.000000e+00,False,1.000000e+00,False
