channel,int_sans_beta,int_sans_t,int_sans_p,int_saps_beta,int_saps_t,int_saps_p,int_wais_matrix_beta,int_wais_matrix_t,int_wais_matrix_p,int_sud_beta,int_sud_t,int_sud_p,int_dose_beta,int_dose_t,int_dose_p,int_sans_p_fdr,int_sans_sig,int_saps_p_fdr,int_saps_sig,int_wais_matrix_p_fdr,int_wais_matrix_sig,int_sud_p_fdr,int_sud_sig,int_dose_p_fdr,int_dose_sig
left_dlpfc,2.320642e-08,2.898686e-02,9.769192e-01,7.669014e-07,8.606420e-01,3.910077e-01,2.273955e-06,8.221241e-01,4.125001e-01,2.213124e-05,1.013575e+00,3.126542e-01,-5.530566e-07,-4.851315e-01,6.283934e-01,9.769192e-01,False,7.763778e-01,False,9.292035e-01,False,8.283410e-01,False,6.283934e-01,False
left_mpfc,-1.998149e-07,-2.957554e-01,7.678852e-01,1.171769e-06,1.558248e+00,1.215870e-01,2.077835e-07,8.901810e-02,9.292035e-01,-1.801498e-06,-9.776774e-02,9.222662e-01,5.495215e-07,5.711976e-01,5.688444e-01,9.769192e-01,False,4.863481e-01,False,9.292035e-01,False,9.222662e-01,False,6.283934e-01,False
right_mpfc,-3.987310e-07,-6.418748e-01,5.220761e-01,-1.967972e-07,-2.846291e-01,7.763778e-01,-7.453250e-07,-3.472790e-01,7.289390e-01,-1.331682e-05,-7.860093e-01,4.332815e-01,6.171572e-07,6.976909e-01,4.866070e-01,9.769192e-01,False,7.763778e-01,False,9.292035e-01,False,8.283410e-01,False,6.283934e-01,False
right_dlpfc,-1.517475e-06,-2.424523e+00,1.669251e-02,3.371174e-07,4.839225e-01,6.292488e-01,-9.844736e-07,-4.552723e-01,6.496670e-01,-8.453955e-06,-4.952466e-01,6.212557e-01,1.878553e-06,2.107779e+00,3.695550e-02,6.677005e-02,False,7.763778e-01,False,9.292035e-01,False,8.283410e-01,False,1.478220e-01,False
