channel,n_pos,n_neg,mean_pos,sd_pos,mean_neg,sd_neg,mw_stat,mw_p,rb_r,cohens_d,ancova_beta,ancova_se,ancova_t,ancova_p,ancova_r2,ancova_p_fdr,ancova_p_fdr_sig,ancova_p_hoch,ancova_p_hoch_sig,ancova_p_homm,ancova_p_homm_sig,mw_p_fdr,mw_p_fdr_sig,mw_p_hoch,mw_p_hoch_sig,mw_p_homm,mw_p_homm_sig,ancova_p_perm_max,ancova_p_perm_max_sig,ancova_p_cluster,ancova_p_cluster_sig
channel1,77,85,-5.194805e-06,4.142941e-05,-4.352941e-07,3.086200e-05,3.132000e+03,6.386364e-01,4.293354e-02,-1.312335e-01,-1.840661e-05,1.155142e-05,-1.593451e+00,1.130833e-01,3.928563e-02,2.584761e-01,False,9.351373e-01,False,6.189719e-01,False,9.261491e-01,False,9.959844e-01,False,9.959844e-01,False,6.330000e-01,False,1.000000e+00,False
channel2,77,85,-6.571429e-06,4.029478e-05,6.117647e-07,3.290900e-05,3.069000e+03,4.956337e-01,6.218487e-02,-1.962431e-01,-2.277688e-05,1.160025e-05,-1.963481e+00,5.136812e-02,5.391668e-02,2.038632e-01,False,7.191537e-01,False,4.715944e-01,False,9.261491e-01,False,9.959844e-01,False,9.959844e-01,False,3.672000e-01,False,1.000000e+00,False
channel3,77,85,-8.831169e-06,4.671932e-05,2.423529e-06,3.387490e-05,2.920000e+03,2.377008e-01,1.077158e-01,-2.779809e-01,-2.693887e-05,1.236056e-05,-2.179422e+00,3.080015e-02,1.304607e-01,2.038632e-01,False,4.620022e-01,False,3.696018e-01,False,7.145301e-01,False,9.959844e-01,False,9.959844e-01,False,2.364000e-01,False,2.418000e-01,False
channel4,77,85,-6.597403e-06,3.998693e-05,-2.235294e-06,2.883147e-05,3.176500e+03,7.486119e-01,2.933537e-02,-1.261383e-01,-1.942077e-05,1.088333e-05,-1.784452e+00,7.629389e-02,6.173305e-02,2.038632e-01,False,8.409358e-01,False,5.501973e-01,False,9.261491e-01,False,9.959844e-01,False,9.959844e-01,False,4.896000e-01,False,1.000000e+00,False
channel5,77,85,-6.753247e-06,4.595454e-05,1.988235e-06,3.248864e-05,2.942000e+03,2.679488e-01,1.009931e-01,-2.215158e-01,-2.832759e-05,1.250789e-05,-2.264779e+00,2.490332e-02,5.615082e-02,2.038632e-01,False,3.984531e-01,False,3.237431e-01,False,7.145301e-01,False,9.959844e-01,False,9.959844e-01,False,1.964000e-01,False,2.060000e-01,False
channel6,77,85,-5.753247e-06,3.737757e-05,2.047059e-06,2.742214e-05,2.652000e+03,3.746478e-02,1.896104e-01,-2.397654e-01,-2.446420e-06,1.043561e-05,-2.344301e-01,8.149585e-01,3.535022e-02,8.692891e-01,False,9.351373e-01,False,9.351373e-01,False,3.948647e-01,False,5.994365e-01,False,5.619717e-01,False,1.000000e+00,False,1.000000e+00,False
channel7,77,85,-4.038961e-06,3.591966e-05,2.188235e-06,2.929346e-05,2.886500e+03,1.956431e-01,1.179526e-01,-1.909642e-01,-1.539379e-05,1.048699e-05,-1.467893e+00,1.441465e-01,2.527181e-02,2.882930e-01,False,9.351373e-01,False,6.877466e-01,False,7.145301e-01,False,9.959844e-01,False,9.959844e-01,False,7.322000e-01,False,1.000000e+00,False
channel8,77,85,-7.233766e-06,3.255154e-05,-4.705882e-07,3.059746e-05,2.686500e+03,4.935809e-02,1.790680e-01,-2.144267e-01,-1.091512e-05,1.013081e-05,-1.077418e+00,2.829567e-01,2.999381e-02,3.772756e-01,False,9.351373e-01,False,8.488700e-01,False,3.948647e-01,False,7.403713e-01,False,6.910133e-01,False,9.410000e-01,False,1.000000e+00,False
channel9,77,85,-3.168831e-06,2.847594e-05,1.211765e-06,3.372441e-05,3.144500e+03,6.687352e-01,3.911383e-02,-1.397713e-01,-1.187064e-05,9.993409e-06,-1.187847e+00,2.366989e-01,3.771584e-02,3.772756e-01,False,9.351373e-01,False,8.252959e-01,False,9.261491e-01,False,9.959844e-01,False,9.959844e-01,False,8.998000e-01,False,1.000000e+00,False
channel10,77,85,-5.350649e-06,2.762806e-05,2.082353e-06,2.823971e-05,2.757000e+03,8.396862e-02,1.575248e-01,-2.659312e-01,-7.314756e-06,8.904771e-06,-8.214424e-01,4.126479e-01,5.155495e-02,4.715976e-01,False,9.351373e-01,False,9.351373e-01,False,4.478327e-01,False,9.959844e-01,False,9.850295e-01,False,9.918000e-01,False,1.000000e+00,False
