channel,int_sans_beta,int_sans_t,int_sans_p,int_saps_beta,int_saps_t,int_saps_p,int_wais_matrix_beta,int_wais_matrix_t,int_wais_matrix_p,int_sud_beta,int_sud_t,int_sud_p,int_dose_beta,int_dose_t,int_dose_p,int_sans_p_fdr,int_sans_sig,int_saps_p_fdr,int_saps_sig,int_wais_matrix_p_fdr,int_wais_matrix_sig,int_sud_p_fdr,int_sud_sig,int_dose_p_fdr,int_dose_sig
left_dlpfc,1.031017e-06,2.039780e+00,4.338261e-02,1.876877e-07,3.336131e-01,7.392049e-01,-9.490263e-07,-5.434479e-01,5.877451e-01,1.703807e-05,1.235932e+00,2.186955e-01,-1.503442e-06,-2.088819e+00,3.865944e-02,1.735304e-01,False,7.392049e-01,False,6.111167e-01,False,6.124209e-01,False,1.546377e-01,False
left_mpfc,1.398494e-07,3.268864e-01,7.442755e-01,7.352514e-07,1.544053e+00,1.249878e-01,-1.326527e-06,-8.974600e-01,3.711199e-01,5.112476e-07,4.381518e-02,9.651184e-01,-5.001563e-07,-8.209922e-01,4.131422e-01,7.442755e-01,False,4.999511e-01,False,6.111167e-01,False,9.651184e-01,False,7.333125e-01,False
right_mpfc,3.089274e-07,8.580162e-01,3.924506e-01,1.693528e-07,4.225920e-01,6.732858e-01,-6.340396e-07,-5.097037e-01,6.111167e-01,-6.650493e-06,-6.772511e-01,4.994409e-01,1.750614e-07,3.414493e-01,7.333125e-01,5.232675e-01,False,7.392049e-01,False,6.111167e-01,False,6.659212e-01,False,7.333125e-01,False
right_dlpfc,4.319465e-07,1.155171e+00,2.501232e-01,4.375673e-07,1.051359e+00,2.950292e-01,1.050929e-06,8.134899e-01,4.174133e-01,1.047586e-05,1.027219e+00,3.062104e-01,2.473500e-07,4.645420e-01,6.430306e-01,5.002463e-01,False,5.900584e-01,False,6.111167e-01,False,6.124209e-01,False,7.333125e-01,False
