channel,n_pos,n_neg,mean_pos,sd_pos,mean_neg,sd_neg,mw_stat,mw_p,rb_r,cohens_d,ancova_beta,ancova_se,ancova_t,ancova_p,ancova_r2,ancova_p_fdr,ancova_p_fdr_sig,ancova_p_hoch,ancova_p_hoch_sig,ancova_p_homm,ancova_p_homm_sig,mw_p_fdr,mw_p_fdr_sig,mw_p_hoch,mw_p_hoch_sig,mw_p_homm,mw_p_homm_sig,ancova_p_perm_max,ancova_p_perm_max_sig,ancova_p_cluster,ancova_p_cluster_sig
channel1,77,85,-5.194805e-06,4.142941e-05,-4.352941e-07,3.086200e-05,3.132000e+03,6.386364e-01,4.293354e-02,-1.312335e-01,-1.926294e-05,9.079948e-06,-2.121482e+00,3.544131e-02,3.019675e-02,1.045406e-01,False,3.603519e-01,False,2.879963e-01,False,9.261491e-01,False,9.959844e-01,False,9.959844e-01,False,2.678000e-01,False,1.160000e-02,True
channel2,77,85,-6.571429e-06,4.029478e-05,6.117647e-07,3.290900e-05,3.069000e+03,4.956337e-01,6.218487e-02,-1.962431e-01,-1.941604e-05,9.200205e-06,-2.110392e+00,3.639943e-02,2.773986e-02,1.045406e-01,False,3.603519e-01,False,2.911954e-01,False,9.261491e-01,False,9.959844e-01,False,9.959844e-01,False,2.714000e-01,False,1.160000e-02,True
channel3,77,85,-8.831169e-06,4.671932e-05,2.423529e-06,3.387490e-05,2.920000e+03,2.377008e-01,1.077158e-01,-2.779809e-01,-2.809769e-05,9.691852e-06,-2.899104e+00,4.275071e-03,1.265867e-01,6.840114e-02,False,6.840114e-02,False,6.840114e-02,False,7.145301e-01,False,9.959844e-01,False,9.959844e-01,False,4.120000e-02,True,1.160000e-02,True
channel4,77,85,-6.597403e-06,3.998693e-05,-2.235294e-06,2.883147e-05,3.176500e+03,7.486119e-01,2.933537e-02,-1.261383e-01,-1.858734e-05,8.630976e-06,-2.153562e+00,3.279105e-02,3.591349e-02,1.045406e-01,False,3.603519e-01,False,2.879963e-01,False,9.261491e-01,False,9.959844e-01,False,9.959844e-01,False,2.508000e-01,False,1.160000e-02,True
channel5,77,85,-6.753247e-06,4.595454e-05,1.988235e-06,3.248864e-05,2.942000e+03,2.679488e-01,1.009931e-01,-2.215158e-01,-2.299223e-05,9.819682e-06,-2.341444e+00,2.045770e-02,4.956439e-02,1.045406e-01,False,3.068655e-01,False,2.352164e-01,False,7.145301e-01,False,9.959844e-01,False,9.959844e-01,False,1.672000e-01,False,1.160000e-02,True
channel6,77,85,-5.753247e-06,3.737757e-05,2.047059e-06,2.742214e-05,2.652000e+03,3.746478e-02,1.896104e-01,-2.397654e-01,-1.027390e-05,8.203423e-06,-1.252391e+00,2.122779e-01,2.609268e-02,2.559967e-01,False,3.603519e-01,False,3.603519e-01,False,3.948647e-01,False,5.994365e-01,False,5.619717e-01,False,8.696000e-01,False,1.000000e+00,False
channel7,77,85,-4.038961e-06,3.591966e-05,2.188235e-06,2.929346e-05,2.886500e+03,1.956431e-01,1.179526e-01,-1.909642e-01,-1.019033e-05,8.222460e-06,-1.239328e+00,2.170616e-01,2.101020e-02,2.559967e-01,False,3.603519e-01,False,3.603519e-01,False,7.145301e-01,False,9.959844e-01,False,9.959844e-01,False,8.752000e-01,False,1.000000e+00,False
channel8,77,85,-7.233766e-06,3.255154e-05,-4.705882e-07,3.059746e-05,2.686500e+03,4.935809e-02,1.790680e-01,-2.144267e-01,-9.725640e-06,7.966900e-06,-1.220756e+00,2.239971e-01,1.992748e-02,2.559967e-01,False,3.603519e-01,False,3.603519e-01,False,3.948647e-01,False,7.403713e-01,False,6.910133e-01,False,8.844000e-01,False,1.000000e+00,False
channel9,77,85,-3.168831e-06,2.847594e-05,1.211765e-06,3.372441e-05,3.144500e+03,6.687352e-01,3.911383e-02,-1.397713e-01,-9.964754e-06,7.921744e-06,-1.257899e+00,2.102842e-01,1.210521e-02,2.559967e-01,False,3.603519e-01,False,3.603519e-01,False,9.261491e-01,False,9.959844e-01,False,9.959844e-01,False,8.670000e-01,False,1.000000e+00,False
channel10,77,85,-5.350649e-06,2.762806e-05,2.082353e-06,2.823971e-05,2.757000e+03,8.396862e-02,1.575248e-01,-2.659312e-01,-1.142822e-05,7.051255e-06,-1.620736e+00,1.070684e-01,2.838859e-02,1.903438e-01,False,3.603519e-01,False,3.603519e-01,False,4.478327e-01,False,9.959844e-01,False,9.850295e-01,False,6.154000e-01,False,1.000000e+00,False
