channel,n_pos,n_neg,mean_pos,sd_pos,mean_neg,sd_neg,mw_stat,mw_p,rb_r,cohens_d,ancova_beta,ancova_se,ancova_t,ancova_p,ancova_r2,ancova_p_fdr,ancova_p_fdr_sig,ancova_p_hoch,ancova_p_hoch_sig,ancova_p_homm,ancova_p_homm_sig,mw_p_fdr,mw_p_fdr_sig,mw_p_hoch,mw_p_hoch_sig,mw_p_homm,mw_p_homm_sig,ancova_p_perm_max,ancova_p_perm_max_sig,ancova_p_cluster,ancova_p_cluster_sig
channel1,66,85,-4.515152e-06,5.408888e-05,1.729412e-06,4.678201e-05,2.578500e+03,3.964599e-01,8.074866e-02,-1.246400e-01,-1.703737e-05,1.205320e-05,-1.413513e+00,1.596481e-01,3.416511e-02,2.554369e-01,False,7.443494e-01,False,7.443494e-01,False,9.631274e-01,False,9.970049e-01,False,9.970049e-01,False,7.306000e-01,False,1.000000e+00,False
channel2,66,85,-1.604545e-05,5.801656e-05,-6.858824e-06,4.535131e-05,2.689500e+03,6.659345e-01,4.117647e-02,-1.792071e-01,-2.486458e-05,1.236028e-05,-2.011652e+00,4.610934e-02,3.382342e-02,1.284469e-01,False,5.298435e-01,False,4.149841e-01,False,9.631274e-01,False,9.970049e-01,False,9.970049e-01,False,2.990000e-01,False,2.992000e-01,False
channel3,66,85,-4.318182e-06,6.482643e-05,3.647059e-06,4.360420e-05,2.602500e+03,4.484674e-01,7.219251e-02,-1.477789e-01,-2.132554e-05,1.302593e-05,-1.637160e+00,1.037654e-01,2.691218e-02,2.075309e-01,False,7.443494e-01,False,6.225927e-01,False,9.631274e-01,False,9.970049e-01,False,9.970049e-01,False,5.564000e-01,False,1.000000e+00,False
channel4,66,85,-1.092424e-05,5.778190e-05,-1.882353e-06,4.152062e-05,2.656000e+03,5.772962e-01,5.311943e-02,-1.834844e-01,-2.936470e-05,1.168694e-05,-2.512608e+00,1.307873e-02,6.563371e-02,1.076907e-01,False,2.019202e-01,False,1.700235e-01,False,9.631274e-01,False,9.970049e-01,False,9.970049e-01,False,9.960000e-02,False,1.340000e-01,False
channel5,66,85,-1.030303e-06,4.692809e-05,3.552941e-06,4.320590e-05,2.731000e+03,7.825954e-01,2.638146e-02,-1.021503e-01,-6.541467e-06,1.091466e-05,-5.993283e-01,5.498893e-01,1.123891e-02,6.284449e-01,False,7.443494e-01,False,7.443494e-01,False,9.631274e-01,False,9.970049e-01,False,9.970049e-01,False,9.996000e-01,False,1.000000e+00,False
channel6,66,85,-7.272727e-07,4.091738e-05,-6.470588e-07,3.795445e-05,2.924500e+03,6.549463e-01,-4.260250e-02,-2.042391e-03,-4.564703e-06,9.477418e-06,-4.816399e-01,6.307879e-01,2.450685e-02,6.728404e-01,False,7.443494e-01,False,7.443494e-01,False,9.631274e-01,False,9.970049e-01,False,9.970049e-01,False,1.000000e+00,False,1.000000e+00,False
channel7,66,85,-3.939394e-07,5.361655e-05,5.352941e-06,4.490909e-05,2.643500e+03,5.455531e-01,5.757576e-02,-1.175263e-01,-9.172592e-06,1.190503e-05,-7.704804e-01,4.422685e-01,1.044641e-02,5.443305e-01,False,7.443494e-01,False,7.443494e-01,False,9.631274e-01,False,9.970049e-01,False,9.970049e-01,False,9.954000e-01,False,1.000000e+00,False
channel8,66,85,-2.969697e-06,4.378021e-05,4.882353e-06,3.875976e-05,2.613000e+03,4.719796e-01,6.844920e-02,-1.913943e-01,-1.710244e-05,9.950077e-06,-1.718825e+00,8.778041e-02,2.352278e-02,2.006409e-01,False,7.443494e-01,False,5.925227e-01,False,9.631274e-01,False,9.970049e-01,False,9.970049e-01,False,4.944000e-01,False,1.000000e+00,False
channel9,66,85,-1.045455e-06,5.131994e-05,4.352941e-07,4.487110e-05,2.803500e+03,9.970049e-01,5.347594e-04,-3.098353e-02,-3.807177e-06,1.165265e-05,-3.267219e-01,7.443494e-01,4.340958e-03,7.443494e-01,False,7.443494e-01,False,7.443494e-01,False,9.970049e-01,False,9.970049e-01,False,9.970049e-01,False,1.000000e+00,False,1.000000e+00,False
channel10,66,85,-8.530303e-06,5.841792e-05,7.176471e-07,3.898981e-05,2.569500e+03,3.776359e-01,8.395722e-02,-1.909426e-01,-1.694999e-05,1.176232e-05,-1.441042e+00,1.517288e-01,2.087966e-02,2.554369e-01,False,7.443494e-01,False,7.443494e-01,False,9.631274e-01,False,9.970049e-01,False,9.970049e-01,False,7.144000e-01,False,1.000000e+00,False
